Category,Subcategory,2ndSubcategory,Name,1stColumnPrice,2ndColumnPrice,3rdColumnPrice
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,David de Gea [Gold Wave Prizm] #1/10,$201.25,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,David de Gea [Green Ice Prizm] #1/49,$21.19,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,David de Gea [Orange Prizm] #1/25,$31.30,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,David de Gea [Pink Pulsar Prizm] #1,$6.99,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,David de Gea [Purple Prizm] #1/99,$1.51,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,David de Gea [Red Mosaic Prizm] #1/159,$4.90,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,David de Gea [Red Prizm] #1/149,$17.79,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,David de Gea [Red Pulsar Prizm] #1,$3.13,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,David de Gea [Red White Blue Prizm] #1,$1.99,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [Breakaway Blue Prizm] #10/195,$2.16,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [Breakaway Violet Prizm] #10/99,$29.28,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [Choice Green Prizm] #10/9,$100.00,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [Choice Red Prizm] #10/29,$4.56,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [Cracked Ice Prizm] #10/23,$9.96,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [Green Pulsar Prizm] #10,$5.14,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [MultiColor Prizm] #10,$537.00,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [Pink Ice Prizm] #10,$2.34,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [Purple Prizm] #10/99,$21.24,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [Red Prizm] #10/149,$0.99,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Donny van de Beek [Red Pulsar Prizm] #10,$5.99,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Bernardo Silva [Blue Ice Prizm] #100/75,$27.17,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Bernardo Silva [Blue Pulsar Prizm] #100,$1.99,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Bernardo Silva [Blue Shimmer Prizm] #100/8,$46.54,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Bernardo Silva [Breakaway Bronze Prizm] #100/25,$10.99,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Bernardo Silva [Breakaway Teal Prizm] #100/49,$19.57,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Bernardo Silva [Breakaway Violet Prizm] #100/99,$9.68,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Bernardo Silva [Choice Green Prizm] #100/9,$800.28,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Bernardo Silva [Choice Red Prizm] #100/29,$11.61,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Bernardo Silva [Cracked Ice Prizm] #100/23,$34.74,,
Sports Cards,Soccer Cards,2020 Panini Prizm Premier League,Bernardo Silva [Gold Prizm] #100/10,$39.99,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Kylian Mbappe #51,$2.44,$15.50,$28.71
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Teemu Pukki [Camo Prizm] #117/49,$14.25,$39.99,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Cristiano Ronaldo [Zebra Die Cut Prizm] #136,$212.50,$611.00,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Kylian Mbappe [Maroon Prizm] #51/165,$117.59,$77.77,$93.00
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Kylian Mbappe [SP Tri Color Prizm] #51,$4.00,$32.00,$41.00
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Gianluigi Donnarumma [Blue Prizm] #1/225,$6.45,$15.50,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Gareth Bale [Tiger Die Cut Prizm] #121,$56.01,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Kylian Mbappe [Blue Prizm] #51/225,$49.99,$73.46,$89.00
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Kylian Mbappe [SP] #51,$3.30,$16.52,$32.71
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Hobby Box,$270.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Gianluigi Donnarumma [Camo Prizm] #1/60,$5.00,,$63.77
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Gianluigi Donnarumma [Maroon Prizm] #1/165,$9.50,,$23.25
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Gianluigi Donnarumma [Orange Prizm] #1/125,$3.41,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Gianluigi Donnarumma [Purple Prizm] #1/79,$28.13,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Gianluigi Donnarumma [Tiger Stripe Prizm] #1,$41.69,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Gianluigi Donnarumma [Tri Color Prizm] #1,$1.69,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Andrei Semenov [Camo Prizm] #10/60,$6.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Andrei Semenov [Purple Prizm] #10/79,$5.03,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Andrei Semenov [Silver Prizm] #10,$0.25,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Marko Arnautovic [Blue Prizm] #100/225,$11.47,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Marko Arnautovic [Camo Prizm] #100/60,$7.75,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Marko Arnautovic [Gold Prizm] #100/10,$49.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Marko Arnautovic [Tiger Stripe Prizm] #100,$31.33,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,David Alaba [Green Die Cut Prizm] #101/5,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Ivan Rakitic [Camo Prizm] #103/49,$9.99,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Ivan Rakitic [Silver Prizm] #103,$3.99,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Dejan Lovren [Camo Prizm] #104/49,$2.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Dejan Lovren [Tie Dye Die Cut Prizm] #104/25,$5.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Marcelo Brozovic [Gold Die Cut Prizm] #105/10,$8.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Mateo Kovacic [Red Die Cut Prizm] #107/65,$3.29,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Mateo Kovacic [Tie Dye Die Cut Prizm] #107/25,$10.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Mateo Kovacic [Zebra Die Cut Prizm] #107,$24.50,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Tin Jedvaj [Camo Prizm] #108/49,$17.79,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Andrej Kramaric #109,$1.18,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Andrej Kramaric [Gold Die Cut Prizm] #109/10,$16.50,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Andrej Kramaric [Pink Die Cut Prizm] #109/99,$5.99,,$29.00
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Andrej Kramaric [Tie Dye Die Cut Prizm] #109/25,$10.50,,$40.50
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Andrej Kramaric [Tiger Die Cut Prizm] #109,$26.53,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Andrej Kramaric [Tri Color Prizm] #109,$5.24,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Mario Fernandes [Camo Prizm] #11/60,$3.99,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Mario Fernandes [Zebra Prizm] #11,$17.79,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Lukas Hradecky [Camo Prizm] #110/49,$9.95,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Lukas Hradecky [Silver Prizm] #110,$4.85,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Lukas Hradecky [Tie Dye Die Cut Prizm] #110/25,$22.50,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Joona Toivio [Silver Prizm] #111,$11.59,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Paulus Arajuuri [Tie Dye Die Cut Prizm] #112/25,$18.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Jere Uronen [Camo Prizm] #113/49,$7.95,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Jere Uronen [Light Blue Die Cut Prizm] #113/175,$9.99,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Jere Uronen [Silver Prizm] #113,$0.99,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro,Jere Uronen [Tri Color Prizm] #113,$2.27,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Cristiano Ronaldo #SI-CRO,"$1,094.20",$685.50,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Alvaro Morata #SI-AMO,$10.79,$42.00,$50.71
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Alvaro Morata [Copper Prizm] #SI-AMO,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Alvaro Morata [Green Prizm] #SI-AMO,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Alvaro Morata [Purple Prizm] #SI-AMO,$14.25,$26.39,$57.61
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Aaron Ramsey #SI-AR,$9.39,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Aaron Ramsey [Purple Prizm] #SI-AR,$19.39,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Alessio Romagnoli #SI-ARO,$10.24,$24.59,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Andre Silva #SI-ASV,$2.63,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Andre Silva [Purple Prizm] #SI-ASV,$4.08,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Ashley Williams #SI-AWI,$8.21,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Ashley Williams [Gold Prizm] #SI-AWI,$19.99,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Christian Eriksen #SI-CER,$67.24,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Christian Eriksen [Copper Prizm] #SI-CER,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Christian Eriksen [Purple Prizm] #SI-CER,$250.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,David Alaba #SI-DA,$6.05,$25.00,$30.00
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,David Alaba [Purple Prizm] #SI-DA,$9.84,$21.40,$49.07
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Gareth Bale #SI-GB,$39.91,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Gareth Bale [Green Prizm] #SI-GB,$100.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Gareth Bale [Purple Prizm] #SI-GB,,,$179.00
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Grzegorz Krychowiak #SI-GKR,$2.50,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Grzegorz Krychowiak [Green Prizm] #SI-GKR,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Ivan Rakitic #SI-IR,$75.00,$25.00,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Ivan Rakitic [Purple Prizm] #SI-IR,$25.38,$39.12,$78.77
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Jack Butland #SI-JBU,$4.69,$22.50,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Jack Butland [Copper Prizm] #SI-JBU,$29.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Jack Butland [Purple Prizm] #SI-JBU,$7.07,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Jasper Cillessen #SI-JCI,$4.20,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Joao Felix #SI-JF,$28.11,$79.99,$107.10
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Joao Felix [Copper Prizm] #SI-JF,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Joao Felix [Green Prizm] #SI-JF,$74.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Joao Felix [Purple Prizm] #SI-JF,$21.69,,$167.50
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Joshua Kimmich #SI-JK,$19.12,$38.39,$54.19
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Joshua Kimmich [Copper Prizm] #SI-JK,$26.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Joshua Kimmich [Purple Prizm] #SI-JK,$15.38,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Kevin Strootman #SI-KST,$3.39,$54.00,$65.00
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Kevin Strootman [Gold Prizm] #SI-KST,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Lukasz Fabianski [Purple Prizm] #SI-LF,$6.52,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Luka Modric #SI-LM,$71.05,$230.31,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Luka Modric [Copper Prizm] #SI-LM,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Marco Asensio #SI-MA,$8.02,$16.50,$87.85
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Marco Asensio [Copper Prizm] #SI-MA,$57.60,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Marco Asensio [Gold Prizm] #SI-MA,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Marco Asensio [Purple Prizm] #SI-MA,$23.24,$28.00,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Michy Batshuayi #SI-MBA,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Michy Batshuayi [Gold Prizm] #SI-MBA,,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Michy Batshuayi [Green Prizm] #SI-MBA,$43.79,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Mason Mount #SI-MM,$27.82,$760.00,$814.50
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Manuel Neuer [Copper Prizm] #SI-MN,$60.00,,
Sports Cards,Soccer Cards,2020 Panini Select UEFA Euro Signatures,Manuel Neuer [Green Prizm] #SI-MN,$166.82,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Kylian Mbappe [Refractor] #75,$5.72,$29.99,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Joao Felix #25,$3.34,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Pedri #26,$2.10,$8.00,$15.25
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Jude Bellingham #54,$2.78,$16.58,$36.16
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Lionel Messi #1,$3.19,$13.75,$24.50
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Lionel Messi [Green Refractor] #1/99,$90.00,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Lionel Messi [Orange Refractor] #1/25,$374.70,,$685.00
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Lionel Messi [Orange Yellow Electric Wave Refractor] #1,$16.40,$28.86,$61.79
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Lionel Messi [Refractor] #1,$13.08,$33.00,$48.77
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Alessandro Del Piero [Gold Refractor] #10/50,$17.81,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Cristiano Ronaldo [Refractor] #100,$7.52,$25.21,$33.00
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Billy Gilmour [Gold Refractor] #12/50,$10.00,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Billy Gilmour [Refractor] #12,$1.49,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Dejan Kulusevski [Orange Refractor] #14/25,$2.75,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Dejan Kulusevski [Orange Yellow Electric Wave Refractor] #14,$5.49,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Jadon Sancho [Refractor] #15,$3.41,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Sergino Dest [Red Refractor] #16/5,$80.00,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Leroy Sane #17,$1.75,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Leroy Sane [Aqua Refractor] #17/199,$3.32,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Leroy Sane [Gold Refractor] #17/50,$1.07,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Jan Oblak [Gold Refractor] #18/50,$12.04,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Jan Oblak [Red Refractor] #18/5,$57.75,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Jan Oblak [Refractor] #18,$3.87,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Karim Adeyemi #20,$1.46,$11.63,$32.73
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Karim Adeyemi [Red Refractor] #20/5,$224.03,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Karim Adeyemi [Refractor] #20,$0.99,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Fabio Vieira [Gold Refractor] #21/50,$25.00,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Jeremy Doku [Aqua Refractor] #22/199,$8.00,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Curtis Jones [Refractor] #23,$7.78,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Gianluca Vialli [Gold Refractor] #24/50,$27.74,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Joao Felix [Aqua Green Electric Refractor] #25/150,$5.09,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Joao Felix [Green Refractor] #25/99,,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Pedri [Refractor] #26,$23.00,$13.01,$58.26
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Neco Williams #27,$0.99,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Amadou Haidara #29,$4.02,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Amadou Haidara [Aqua Refractor] #29/199,$8.99,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Amadou Haidara [Green Refractor] #29/99,$21.50,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Sadio Mane [Aqua Green Electric Refractor] #30/150,$18.52,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Sadio Mane [Aqua Refractor] #30/199,$13.41,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Sadio Mane [Gold Refractor] #30/50,$23.95,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Sadio Mane [Orange Refractor] #30/25,$25.25,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Sadio Mane [Refractor] #30,$3.77,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Duje Caleta Car [Gold Refractor] #31/50,$0.65,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Phil Foden [Aqua Refractor] #32/199,$7.49,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Eduardo Camavinga #35,$1.62,$11.83,$33.07
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Charles De Ketelaere [Green Refractor] #36/99,$5.50,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Romelu Lukaku [Gold Refractor] #39/50,$5.50,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Romelu Lukaku [Red Refractor] #39/5,$20.51,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Noa Lang [Gold Refractor] #4/50,$6.50,,
Sports Cards,Soccer Cards,2020 Stadium Club Chrome UEFA Champions League,Rhys Williams [Refractor] #40,$8.74,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Youssoufa Moukoko #29,$2.25,$29.00,$35.00
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Jude Bellingham #31,$2.07,$16.41,$31.75
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Erling Haaland #32,$1.18,$14.15,$27.31
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Atakan Karazor [Orange Refractor] #91/25,$12.04,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Hobby Box,$160.08,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marco Richter [Gold Wave Refractor] #1/50,$7.33,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marco Richter [Red Refractor] #1/10,$6.69,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Niklas Stark [Gold Wave Refractor] #10/50,$10.00,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Niklas Stark [Red Refractor] #10/10,$11.50,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Joao Victor [Gold Refractor] #100/50,$4.40,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Joao Victor [Green Refractor] #100/99,$1.25,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Joao Victor [Orange Refractor] #100/25,$7.50,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Javairo Dilrosun [Orange Refractor] #11/25,$5.54,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Javairo Dilrosun [Red Refractor] #11/10,$8.51,$22.72,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Santiago Ascacibar [Gold Wave Refractor] #12/50,$6.99,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Santiago Ascacibar [Green Wave Refractor] #12/99,$8.25,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Santiago Ascacibar [Pink Refractor] #12/75,$6.28,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Santiago Ascacibar [Purple Refractor] #12/299,$0.25,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Santiago Ascacibar [Red Refractor] #12/10,$49.20,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Christopher Lenz [Green Refractor] #13/99,$1.12,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Christopher Lenz [Orange Refractor] #13/25,$104.04,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Christopher Lenz [Red Refractor] #13/10,$13.20,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Max Kruse [Blue Wave Refractor] #14/150,$6.29,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Max Kruse [Green Refractor] #14/99,$7.31,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Max Kruse [Pink Refractor] #14/75,$1.75,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Loris Karius [Gold Wave Refractor] #15/50,$23.53,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Loris Karius [Green Wave Refractor] #15/99,$1.56,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Loris Karius [Orange Refractor] #15/25,$12.26,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marcus Ingvartsen #16,$0.84,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marcus Ingvartsen [Blue Wave Refractor] #16/150,$5.42,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marcus Ingvartsen [Pink Refractor] #16/75,$5.14,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marcus Ingvartsen [Red Refractor] #16/10,$22.16,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marvin Friedrich [Pink Wave Refractor] #17/75,$5.00,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marvin Friedrich [Purple Refractor] #17/299,$4.39,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marcel Hartel [Gold Refractor] #18/50,$9.97,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marcel Hartel [Orange Refractor] #18/25,$86.79,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Marcel Hartel [Pink Wave Refractor] #18/75,$10.80,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Reinhold Yabo [Pink Wave Refractor] #19/75,$6.29,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Reinhold Yabo [Purple Refractor] #19/299,$3.59,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Reinhold Yabo [Red Refractor] #19/10,$8.50,,
Sports Cards,Soccer Cards,2020 Topps Chrome Bundesliga,Alfred Finnbogason [Pink Refractor] #2/75,$6.86,,
